Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_depletion Replicate 1	Raw Counts TopA_depletion Replicate 2	Raw Counts TopA_depletion Replicate 3	Raw Counts TopA_depletion Replicate 4	Normalized Counts TopA_depletion Replicate 1	Normalized Counts TopA_depletion Replicate 2	Normalized Counts TopA_depletion Replicate 3	Normalized Counts TopA_depletion Replicate 4	RPKM TopA_depletion	Expression TopA_depletion	pValue wildtype vs TopA_depletion	qValue wildtype vs TopA_depletion	
2984083	2984058	2982769	2982672	-	gltA	SCO2736	type II citrate synthase	2581	3135	1819	2029	5036433	5095076	3855610	4098018	1384	3504	1792	3486	1700	2003	1642814	2871582	2553350	2571297	994	1868	0,07776103	0,216598344	

2986557	2986557	2984296	2984092	-	-	SCO2737	deoxyribonuclease	50	44	47	50	99194	72270	99910	101004	15	41	246	224	114	124	226328	184663	171867	159913	44	82	1,86E-04	0,001002817	

	2986902	2986705		-	-	SCO2738	hypothetical protein	1	0	0	0	2339	241	396	530	1	4	0	2	0	2	887	2206	0	3116	4	7	0,374027952	1	

	2987096	2986899		-	-	SCO2739	hypothetical protein	1	0	1	0	2553	1182	4120	800	4	10	2	0	0	1	1961	550	569	1529	3	5	0,01489923	1	

2987610	2987625	2988134	2988138	+	-	SCO2741	hypothetical protein	11	4	6	8	22036	6660	13320	17006	11	28	26	41	20	23	24585	33777	30800	29763	31	58	0,002134024	0,009234503	

	2989145	2988198		-	-	SCO2742	sigma factor	0	3	3	0	0	5035	7002	1367	1	3	21	10	3	5	19411	8862	5664	7142	6	10	9,08E-05	1	

	2989276	2989761		+	-	SCO2743	hypothetical protein	2	6	3	0	5261	10152	6942	0	4	11	9	9	5	6	8801	7599	7790	7827	8	16	0,5139662	1	

	2990122	2989772		-	-	SCO2744	hypothetical protein	0	0	0	0	1281	0	0	0	0	0	1	3	0	0	968	2914	61	1019	2	3	7,64E-04	1	

2990403	2990408	2991451		+	-	SCO2745	LacI family transcriptional regulator	18	15	11	8	35957	25589	24888	17071	9	24	23	31	33	22	21574	25767	49571	29206	15	30	0,664594923	1	

	2991448	2993001		+	-	SCO2746	ABC transporter ATP-binding protein	46	47	31	42	91350	77805	67445	86435	20	51	43	56	26	39	39869	46187	39133	51312	15	28	3,12E-05	1,92E-04	

	2992991	2994946		+	-	SCO2747	bifunctional carbohydrate binding and transport protein	48	53	33	29	95087	86718	71030	60154	15	40	32	48	33	26	29650	39862	50360	34309	10	19	4,18E-07	3,37E-06	

2994947	2994994	2995914		+	-	SCO2748	carbohydrate kinase	14	14	6	6	29103	24165	13192	12726	8	21	26	28	12	20	23984	23350	19381	25749	13	25	0,905267591	1	

	2995911	2996300	2996300	+	-	SCO2749	D-ribose pyranase	11	8	3	4	22444	13973	7507	8335	13	33	11	19	4	12	10448	15911	6453	15930	17	31	0,285916238	0,633332556	

	2997352	2996489		-	-	SCO2750	hypothetical protein	2	7	1	3	4805	12163	2555	6661	3	7	4	13	2	1	4486	10741	4094	1816	3	6	0,152640071	1	

	2998515	2997349		-	-	SCO2751	hypothetical protein	2	3	4	5	5261	6033	9587	10810	2	6	5	10	3	10	4715	8564	5027	12942	3	6	0,415228218	1	

2999648	2999648	2998512		-	-	SCO2752	oxidoreductase	7	4	8	5	13755	7626	18995	12075	4	11	11	20	5	20	10333	16855	7612	25808	7	13	0,944028854	1	

2999795	2999879	3000925	3000989	+	-	SCO2753	LacI family transcriptional regulator	21	25	24	24	41180	41814	51332	49399	17	43	132	117	49	43	121302	96411	73931	55612	45	82	3,71E-04	0,001889918	

3001125	3001125	3001931	3002015	+	-	SCO2754	hypothetical protein	32	18	26	20	62566	30150	56888	42078	22	59	85	67	41	34	78807	55493	61669	44498	39	74	0,35415394	0,751458881	

	3002577	3001915		-	-	SCO2755	acetyltransferase	0	3	0	0	1902	5976	1436	855	1	3	19	18	7	6	17870	15642	11521	8735	11	20	3,97E-15	1	

	3003509	3002574		-	-	SCO2756	hypothetical protein	0	0	0	0	0	1045	1951	1004	0	1	6	5	1	0	5565	4665	1529	0	1	3	0,005537399	1	

3003652	3003658	3004599	3004599	+	-	SCO2757	LysR family transcriptional regulator	1	3	8	13	3048	5470	18550	27621	5	14	45	18	16	16	42145	15531	24202	21437	14	27	0,010546412	0,038632602	

	3004794	3006641		+	-	SCO2758	beta-N-acetylglucosaminidase	5	2	2	5	11474	4102	5001	11926	1	4	39	32	14	11	35754	26504	21836	14207	7	13	2,91E-07	1	

	3008032	3006815		-	-	SCO2759	transposase	7	5	3	6	14066	8398	7715	12615	3	8	37	40	20	20	34819	33102	30258	26124	13	25	2,99E-07	1	

	3008299	3008949		+	-	SCO2760	hypothetical protein	1	0	0	0	3436	0	0	0	0	1	3	4	0	1	3589	3340	0	1283	1	3	0,067544646	1	

3010416	3010411	3008987	3008979	-	-	SCO2761	tripeptidyl aminopeptidase	136	162	71	108	265382	264105	152084	218624	62	157	158	211	143	149	145544	173967	216219	192395	66	127	0,034370442	0,107555131	

	3010867	3010475	3010475	-	-	SCO2762	hypothetical protein	6	2	3	4	12882	4794	6813	9200	8	21	10	8	8	3	9183	7297	13071	4915	11	21	0,497358037	0,981881028	

3014731	3014708	3010977	3010919	-	-	SCO2763	ABC transporter ATP-binding protein	15	18	30	22	31026	30351	64375	45827	4	11	191	161	74	102	175791	132916	111960	131075	20	36	1,23E-17	2,24E-16	

	3015818	3014808		-	-	SCO2764	lipoprotein	1	3	4	0	3494	6274	10458	0	1	5	3	8	2	3	2983	7024	3442	4253	2	4	0,312011931	1	

	3015897	3016268		+	-	SCO2765	hypothetical protein	3	1	1	0	6824	1673	3397	0	3	7	2	2	1	1	2181	1788	2462	2173	3	5	0,109955403	1	

	3016395	3017255		+	-	SCO2766	ribonuclease	1	0	0	0	3349	0	1762	0	0	1	7	2	1	1	6610	2156	1522	2548	2	3	0,021644533	1	

	3019491	3017260	3017260	-	-	SCO2767	ATP/GTP-binding protein	13	13	12	14	26589	21784	27057	29063	4	11	75	65	25	23	68841	53961	38378	29915	11	21	0,002491533	1	

3019916	3019907	3019488		-	-	SCO2768	hypothetical protein	7	12	25	24	13804	20014	54600	50013	31	82	93	93	33	33	85824	76802	49633	42635	84	151	0,001424069	0,006418426	

	3021661	3019967	3019967	-	-	SCO2769	acetolactate synthase	76	82	73	96	149257	133512	154976	194855	36	93	138	178	85	105	127249	147429	129017	134796	42	79	0,088374851	0,241992882	

3022656	3022626	3021658		-	-	SCO2770	agmatinase	111	120	69	119	218522	195454	147875	240589	81	207	117	195	120	118	107402	160915	181517	152396	81	155	0,009552279	0,035505965	

3022766	3022836	3023624	3023655	+	-	SCO2771	hypothetical protein	77	84	69	85	151645	136754	146934	173364	75	192	177	214	112	144	163032	176372	169405	185792	117	220	0,980317134	1	

3024614	3024614	3023634		-	-	SCO2772	membrane transport protein	8	8	11	8	17008	13031	24244	17917	7	18	18	23	17	14	17197	19107	25828	18795	10	20	0,894148377	1	

3025502	3025492	3024620	3024615	-	-	SCO2773	acyl CoA thioesterase II	11	11	13	11	22065	19193	28701	23546	10	26	25	31	25	29	23411	26070	38803	37948	18	36	0,320209489	0,692234023	

3026665	3026660	3025503	3025503	-	-	SCO2774	acyl-CoA dehydrogenase	105	103	58	71	206708	168087	124383	144552	54	138	151	211	160	248	138427	174368	240552	318795	96	188	0,256606677	0,581641802	

3027416	3027416	3026790	3026790	-	-	SCO2775	TetR family transcriptional regulator	15	31	14	14	30521	51556	29682	28300	22	55	62	65	31	23	57677	54035	47520	30694	41	75	0,174911874	0,423824925	

3027508	3027514	3029130	3029130	+	-	SCO2776	acetyl/propionyl CoA carboxylase subunit beta	56	113	39	37	110474	183661	84549	76658	28	70	129	213	57	110	118977	176045	85714	142014	44	80	0,981435743	1	

3029131	3029169	3031109		+	-	SCO2777	acetyl/propionyl CoA carboxylase subunit alpha	38	83	27	27	74186	135998	57571	55633	16	41	158	181	110	85	144837	149441	165544	109620	39	73	0,003623757	0,014855527	

	3031106	3032059	3032059	+	-	SCO2778	hydroxymethylglutaryl-CoA lyase	16	35	15	17	31259	57155	32722	35994	16	41	76	84	30	54	70521	69906	45737	69756	36	67	0,015132731	0,052942932	

3032060	3032065	3033225	3033238	+	-	SCO2779	acyl-CoA dehydrogenase	26	36	21	20	51868	60107	45221	41120	16	42	106	128	53	72	97766	105745	80275	93314	44	81	3,45E-04	0,001774648	

3033342	3033355	3034404	3034531	+	-	SCO2780	hypothetical protein	304	332	83	196	594340	539739	176339	397395	162	406	332	343	259	300	304395	283024	389966	385733	168	324	0,02678355	0,08656411	

3034594	3034632	3035477	3035477	+	-	SCO2781	hypothetical protein	36	48	26	36	71352	79277	56323	73746	32	82	116	73	53	43	107002	60207	80097	56210	47	89	0,862316674	1	

3035641	3035641	3037083	3037105	+	-	SCO2782	pyridoxal-dependent decarboxylase	215	351	27	92	419570	571916	57522	187366	87	214	90	45	81	44	82721	37710	122008	57704	26	51	3,08E-49	1,36E-47	

3037106	3037106	3038347		+	-	SCO2783	monooxygenase	258	418	31	126	504106	680403	67604	254981	123	303	75	39	78	59	68750	32709	117687	76283	29	59	5,73E-82	4,02E-80	

	3038344	3038898		+	-	SCO2784	aceytltranferase	95	182	20	53	186253	296371	44042	107600	116	285	35	15	34	23	32260	12786	51779	30554	28	57	1,78E-71	1,11E-69	

	3038895	3040682	3040697	+	-	SCO2785	hypothetical protein	450	758	54	252	880001	1232362	116361	510121	156	382	186	78	132	98	170984	64827	199197	126833	39	78	9,81E-73	6,27E-71	

	3042359	3040752		-	-	SCO2786	beta-N-acetylhexosaminidase	0	7	1	0	1446	12742	2515	0	1	2	21	10	6	10	19827	8485	9560	13879	4	8	1,41E-05	1	

3042474	3042474	3043370	3043370	+	-	SCO2787	hypothetical protein	37	28	25	27	73536	46520	53481	55316	24	63	101	99	45	48	92735	81827	67903	62174	46	84	0,293314104	0,645547199	

3043459	3043459	3043716	3043785	+	-	SCO2788	hypothetical protein	6	11	8	7	11814	19025	19005	15164	24	62	36	39	23	21	33788	32659	35402	28210	67	126	0,001746655	0,007690308	

3043786	3043786	3045603	3045675	+	-	SCO2789	glucosamine-fructose-6-phosphate aminotransferase	107	140	91	92	208872	229096	193186	186929	44	112	241	389	176	191	221135	320610	264501	246086	78	144	0,467485325	0,93650088	

3046218	3046146	3045619	3045605	-	-	SCO2790	hypothetical protein	19	33	33	26	38986	54098	70228	52888	40	102	78	87	57	58	71562	72071	86496	74501	75	144	0,146536389	0,367004906	

	3046763	3046452		-	-	SCO2791	hypothetical protein	0	1	0	0	1349	1785	1931	1990	2	5	3	7	2	3	3135	5828	4005	4183	7	13	0,019004438	1	

3047040	3047135	3048331	3048650	+	-	SCO2792	AraC family transcription regulator	332	493	316	305	649742	801447	670179	617182	226	571	694	692	349	444	636537	570382	525389	569744	258	480	0,065942433	0,188499662	

3048659	3048673	3049275	3049338	+	-	SCO2793	oligoribonuclease	179	198	130	138	350082	322419	275903	279951	200	509	195	277	146	170	179600	228839	219669	218566	186	351	0,002160044	0,00934238	

3050906	3050892	3049837	3049656	-	-	SCO2794	LacI family transcriptional regulator	34	41	34	38	66663	67975	72576	77356	26	67	228	208	109	125	209359	171773	165009	161254	90	167	1,35E-08	1,26E-07	

	3051258	3052583		+	-	SCO2795	sugar binding hypothetical protein	11	8	9	8	21502	14592	20719	17006	5	13	20	13	12	6	18352	10845	19456	8155	5	10	0,046785901	1	

	3052589	3053602		+	-	SCO2796	cellobiose transport permease	0	6	2	2	1349	10015	4991	4465	2	5	4	5	3	10	4166	4304	5239	13657	3	6	0,754756992	1	

	3053615	3054526		+	-	SCO2797	cellobiose transport permease	2	9	3	6	4116	14954	8071	12615	4	10	12	11	5	8	11732	9131	8970	10827	5	11	0,487660532	1	

	3054670	3056109		+	-	SCO2798	cellobiose hydrolase	0	2	0	1	1844	3418	0	3404	0	1	1	0	0	1	1140	811	925	2138	0	0	0,030060008	1	

	3057653	3056184		-	-	SCO2799	sugar hydrolase	0	0	2	3	1844	0	4674	6447	0	2	6	7	1	1	6386	6482	1988	2378	1	2	0,769253327	1	

	3059226	3057814	3057814	-	-	SCO2800	two component system histidine kinase	17	15	7	9	35045	24961	16598	19164	6	16	57	79	26	40	52703	65365	40223	51494	20	37	2,20E-05	1,40E-04	

3059936	3059936	3059223		-	-	SCO2801	two component system response regulator	2	4	8	14	5242	6572	17341	28337	7	20	41	41	23	24	37940	33785	35436	31362	25	48	1,60E-05	1,04E-04	

3060038	3060038	3060619	3060628	+	-	SCO2802	hypothetical protein	11	10	13	13	21522	17536	29147	26700	15	40	52	41	27	15	47983	33901	41862	19914	33	61	0,086133457	0,236611562	

3061517	3061517	3060648	3060648	-	-	SCO2803	hypothetical protein	4	6	6	10	9173	11028	14548	20969	6	16	17	28	16	20	15684	23441	24381	25908	13	25	0,107596184	1	

	3061961	3061566		-	-	SCO2804	hypothetical protein	0	0	3	0	0	0	7863	0	1	4	10	6	2	2	9970	4992	3634	3521	7	13	0,002234395	1	

	3062230	3063669		+	-	SCO2805	hypothetical protein	0	1	2	0	0	1633	4763	0	0	1	18	19	8	11	16509	15907	13236	14178	5	10	9,39E-47	1	

3064571	3064564	3063968	3063882	-	-	SCO2806	mutase	27	36	36	33	53421	59279	76834	67029	42	107	91	92	60	70	83604	76103	91495	90865	75	143	0,304309757	0,663948562	

3064696	3064780	3065769	3065866	+	-	SCO2807	hypothetical protein	91	138	75	87	178273	224382	160938	175653	74	186	262	237	150	150	240690	195839	226068	193484	114	216	0,869899695	1	

3065876	3065876	3066904	3066904	+	-	SCO2808	hypothetical protein	18	26	16	23	37035	43294	34317	47027	15	39	180	158	64	83	165156	130710	96255	107640	66	121	1,66E-15	2,59E-14	

3066931	3066931	3068574		+	-	SCO2809	hypothetical protein	23	30	24	28	46393	49505	52669	58331	12	31	150	131	60	76	138217	108672	91200	98617	36	66	1,24E-05	8,25E-05	

	3068571	3069932	3070042	+	-	SCO2810	hypothetical protein	30	24	21	21	59741	40085	46558	43901	13	34	156	163	61	84	143725	134340	93038	108870	48	88	1,29E-09	1,32E-08	

3070590	3070556	3070230	3070195	-	-	SCO2811	regulator	10	7	10	17	20687	11551	21649	35752	26	68	23	27	12	15	21149	22990	18928	19445	34	63	0,258933088	0,586139683	

	3070648	3071898		+	-	SCO2812	drug efflux protein	0	0	1	0	0	0	3198	0	0	0	0	4	4	7	630	3779	6412	10258	2	4	3,99E-14	1	

3071949	3071960	3072526	3072526	+	-	SCO2813	hypothetical protein	6	4	6	9	12299	7722	12964	19164	8	22	30	26	14	14	28041	21847	22481	18777	21	40	0,045042336	0,135649468	

	3073546	3072689		-	-	SCO2814	methyltransferase	2	3	12	3	4417	5976	27394	7423	4	13	15	15	3	11	14347	12592	4787	14998	7	13	0,512742992	1	

3073580	3073580	3074278	3074278	+	-	SCO2815	TetR family transcriptional regulator	4	7	9	11	8445	11390	20134	23946	8	22	31	32	13	22	28475	26732	19792	29429	20	37	0,064016898	0,18344374	

	3074377	3075477		+	-	SCO2816	hypothetical protein	7	7	6	6	13979	11608	14311	13908	4	12	19	33	6	14	18323	27734	10136	17986	9	16	0,430857607	1	

3077392	3077357	3075453	3075453	-	-	SCO2817	hypothetical protein	28	16	17	24	55014	26248	37298	49288	8	22	86	75	25	34	78907	62273	38248	44492	16	29	0,20114387	0,476472402	

	3077642	3078952		+	-	SCO2818	hypothetical protein	0	0	1	0	0	0	3109	0	0	0	0	0	1	0	548	0	1872	0	0	0	0,199784718	1	

3079803	3079803	3079189		-	-	SCO2819	hypothetical protein	9	14	7	6	17813	23594	15024	12540	11	28	31	17	7	13	28595	14260	11988	17740	16	29	0,661925908	1	

3080311	3080292	3079945	3079829	-	-	SCO2820	hypothetical protein	22	28	17	21	43927	46263	37625	42580	48	122	35	42	21	24	32819	35168	31602	31163	50	93	0,038588837	0,118632636	

	3082009	3080444		-	-	SCO2821	pectate lyase	0	3	0	0	1155	4923	0	0	0	0	3	2	5	2	3427	2338	8888	2800	1	2	0,002855107	1	

	3083161	3082430	3082430	-	-	SCO2822	decarboxylase	4	7	3	4	8455	12380	7190	9052	5	12	53	50	12	17	49315	41269	19340	22363	25	45	1,78E-11	2,09E-10	

	3084060	3083158		-	-	SCO2823	decarboxylase	0	6	1	5	980	10795	4209	10233	2	7	16	15	5	9	14839	12790	7907	12051	7	13	0,080995236	1	

	3084248	3085231		+	-	SCO2824	NAD-binding protein	1	3	1	3	2591	6427	3555	7107	2	5	40	26	15	13	37220	22092	23674	17940	13	25	4,83E-21	1	

3085232	3085268	3086671	3086671	+	-	SCO2825	amidase	2	5	7	1	4213	8438	14935	3898	2	5	41	43	13	26	37936	35603	19916	33372	12	22	9,23E-15	1	

3086672	3086692	3087165	3087277	+	-	SCO2826	hypothetical protein	8	6	16	5	15998	10184	34010	10707	14	37	48	30	23	16	44389	24811	35278	21736	35	66	0,013652191	0,048295612	

3087649	3087649	3087146	3087120	-	-	SCO2827	hypothetical protein	11	6	5	4	22580	11254	11023	9600	10	27	20	16	9	9	18514	13320	14073	12561	15	29	0,694598806	1	

3087748	3087748	3088677		+	-	SCO2828	amino acid ABC transporter substrate-binding protein	178	187	156	178	348509	305277	331276	360414	141	361	304	445	222	309	279051	367298	333872	397468	196	370	0,459767733	0,924933068	

	3088674	3089375		+	-	SCO2829	amino acid ABC transporter transmembrane protein	137	180	132	134	269187	292534	281519	271485	156	396	238	331	165	180	218715	272746	248947	231767	185	346	0,135084877	0,343342399	

	3089372	3090022		+	-	SCO2830	amino acid ABC transporter transmembrane protein	139	212	119	125	271866	345169	253322	252693	171	431	189	289	158	156	173333	238380	237411	200808	173	326	0,015390044	0,053755359	

	3090012	3090797	3090804	+	-	SCO2831	amino acid ABC transporter ATP-binding protein	156	217	167	192	305319	353253	354055	389096	175	445	197	388	188	232	181308	320026	283217	298453	183	344	0,021579659	0,072394096	

3090805	3090880	3091737	3091737	+	-	SCO2832	IclR family transcriptional regulator	44	62	42	32	87709	101906	89293	64824	39	100	100	138	58	76	92468	114131	87696	97545	61	114	0,942895461	1	

	3092551	3091946		-	-	SCO2833	chitin binding protein	0	1	1	0	0	2743	3733	465	1	2	5	7	3	4	5021	6436	5095	5507	4	9	3,14E-04	1	

	3093823	3092672		-	-	SCO2834	hypothetical protein	3	9	4	2	6018	15372	9448	5823	3	7	10	8	5	7	9856	6788	8325	9016	3	7	0,268089554	1	

3094969	3094941	3093880	3093880	-	-	SCO2835	hypothetical protein	3	7	10	10	7242	12275	22749	21136	5	14	22	19	13	18	20925	15754	20691	24162	10	19	0,607060852	1	

3095407	3095506	3097467		+	-	SCO2836	glycosyl transferase	143	195	169	180	279516	318075	359067	364731	66	168	720	742	369	470	660441	611329	555709	603093	166	309	0,006871526	0,026520378	

	3097464	3099401	3099690	+	-	SCO2837	hypothetical protein	331	389	276	361	646616	632322	585876	730133	131	334	781	1037	596	677	715803	854834	895823	869820	227	430	0,533838717	1	

3100513	3100500	3099502	3099495	-	-	SCO2838	endoglucanase	31	52	44	51	61712	85568	93463	103470	33	86	130	108	72	61	119550	89746	108168	79329	52	99	0,888529404	1	

	3101196	3100609		-	-	SCO2839	lipoprotein	1	0	1	2	2475	0	3595	4474	1	4	4	10	3	2	3928	8994	5109	2812	4	8	0,107328179	1	

	3101313	3102206		+	-	SCO2840	LysR family transcriptional regulator	7	6	5	10	15085	10216	11389	21053	6	16	19	19	10	10	17660	15882	16480	13504	9	17	0,802200036	1	

	3102936	3102196		-	-	SCO2841	hypothetical protein	0	0	1	0	0	0	2139	1348	0	1	2	1	1	2	2157	827	2736	2911	1	2	0,049607012	1	

3103596	3103493	3102939	3102939	-	-	SCO2842	hypothetical protein	11	13	7	7	23075	21221	16391	15703	13	34	19	18	10	10	18280	15063	16212	13229	15	28	0,098602014	0,264245197	

3104390	3104376	3103597	3103597	-	-	SCO2843	N-acetylglucosamine-6-phosphate deacetylase	102	117	55	91	199310	190837	116806	185384	87	221	66	108	57	68	61223	89171	86825	87848	55	104	6,16E-10	6,48E-09	

	3104547	3104452		-	-	SCO2844	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	1	1	

	3104891	3104547		-	-	SCO2845	GntR family transcriptional regulator	0	0	0	0	893	0	0	0	0	0	1	0	2	0	1637	662	3641	0	2	4	5,60E-12	1	

	3106233	3105013		-	-	SCO2846	transcriptional regulator	11	9	2	6	22298	15429	5407	12140	4	11	13	20	11	8	12548	16524	17488	10926	6	11	0,592603062	1	

3106290	3106290	3107372		+	-	SCO2847	oxidoreductase	26	44	14	31	52587	72367	30375	62954	20	50	94	107	57	65	86186	88422	86208	83776	42	79	0,031810994	0,100426159	

	3107369	3107845	3107886	+	-	SCO2848	hypothetical protein	12	18	12	12	23774	30118	26027	26039	21	55	23	34	24	20	21249	28690	37507	26781	31	59	0,817350091	1	

3107953	3107953	3108825	3108825	+	-	SCO2849	hypothetical protein	16	17	6	24	31909	27664	12746	49158	13	34	50	52	23	26	46312	42884	35395	33466	24	45	0,300945542	0,658957681	

	3109952	3109095		-	-	SCO2850	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	2	3	5	4	4669	6153	12429	8130	3	9	13	17	10	7	12457	14508	15369	10001	8	15	0,152721589	1	

	3110833	3110120		-	-	SCO2851	hypothetical protein	1	0	0	3	2106	402	1129	7070	1	3	2	0	3	0	2429	372	5822	521	1	3	0,294895823	1	

3111282	3111282	3110947	3110909	-	-	SCO2852	hypothetical protein	5	3	4	8	10484	5743	9636	16931	12	31	25	25	8	18	23301	20626	12632	23447	32	59	0,033511158	0,105289181	

3111894	3111894	3111340	3111340	-	-	SCO2853	hypothetical protein	6	9	2	3	13270	15960	5150	7451	7	18	14	18	14	11	12896	15336	22261	14260	15	29	0,249180478	0,568720919	

	3111998	3113431		+	-	SCO2854	transmembrane efflux protein	0	0	0	0	0	0	0	0	0	0	2	2	4	1	2739	2198	6186	2367	1	2	1	1	

3113643	3113643	3114659	3114764	+	-	SCO2855	hypothetical protein	42	37	28	32	82069	61499	60582	65643	25	66	85	115	52	68	77915	95173	78135	87790	44	83	0,490162726	0,969760351	

3114765	3114765	3115223	3115298	+	-	SCO2856	hypothetical protein	6	13	4	6	13066	22508	9180	12484	12	31	21	18	16	22	20099	15618	25279	28433	24	48	0,137133185	0,347414881	

3115701	3115688	3115344	3115335	-	-	SCO2857	hypothetical protein	8	7	11	7	16668	11382	25284	14215	18	48	35	25	12	13	32786	21301	18729	17717	35	65	0,441877519	0,895460402	

	3115960	3115703	3115703	-	-	SCO2858	hypothetical protein	7	11	8	1	14221	19298	18500	3070	21	53	18	16	12	9	17173	13581	19285	12467	31	60	0,900757722	1	

3116334	3116334	3115957		-	-	SCO2859	hypothetical protein	5	7	5	1	10630	11728	12686	3879	10	25	21	22	22	6	19927	18399	34154	8436	27	53	0,007935434	0,030164509	

3116931	3116931	3116521	3116519	-	-	SCO2860	rifampin ADP-ribosyl transferase	23	19	26	21	46092	31220	56006	44348	41	108	58	88	25	29	53730	73102	38241	37221	68	123	0,660659151	1	

	3117159	3117881		+	-	SCO2861	hypothetical protein	3	4	2	5	6960	6958	5377	11387	4	10	2	4	0	7	1937	3377	548	9046	2	5	5,43E-04	1	

	3118211	3117978		-	-	SCO2862	hypothetical protein	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2085	488	1021	1898	3	5	1	1	

3118040	3118362	3121199	3121199	+	-	SCO2863	helicase	26	34	24	26	50946	56584	52807	53735	7	18	219	284	127	140	200863	234651	190837	180173	38	71	1,04E-25	2,62E-24	

	3121892	3121344		-	-	SCO2864	hypothetical protein	9	17	5	3	19066	28251	12191	7935	12	30	14	10	3	0	13016	8353	5987	1025	7	12	8,48E-08	7,40E-07	

3122090	3122091	3122933	3122933	+	-	SCO2865	regulatory protein	91	117	38	34	177866	191070	81172	69708	61	154	57	85	41	39	52971	70179	62197	51171	37	70	7,57E-10	7,93E-09	

3123206	3123223	3123477	3123477	+	-	SCO2866	hypothetical protein	30	27	10	17	58790	45314	21323	35259	62	157	42	52	14	24	39033	43327	21768	30917	73	132	0,126572775	0,325082595	

3123591	3123679	3123906	3123913	+	-	SCO2867	hypothetical protein	7	7	3	8	15212	12082	7665	16317	22	56	17	18	8	12	16309	15328	13428	16334	36	67	0,936321869	1	

3123914	3123914	3124393	3124393	+	-	SCO2868	hypothetical protein	10	16	5	10	20240	26450	10933	21378	16	41	23	31	12	12	21889	25627	18441	16363	23	42	0,62442412	1	

	3124417	3125262		+	-	SCO2869	regulatory protein	3	6	6	2	6572	10409	13528	4939	4	10	13	9	12	4	12147	8196	18359	5583	6	13	0,882917687	1	

	3125334	3125630		+	-	SCO2870	hypothetical protein	1	0	2	0	2145	1319	4644	0	2	6	1	1	1	4	1250	1577	2139	5513	4	8	0,832624483	1	

	3125634	3126614		+	-	SCO2871	hypothetical protein	1	1	1	0	2155	3072	2604	1386	0	2	18	8	10	9	17020	7235	15821	12467	6	13	2,18E-17	1	
