Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts novo10 Replicate 1	Raw Counts novo10 Replicate 2	Normalized Counts novo10 Replicate 1	Normalized Counts novo10 Replicate 2	RPKM novo10	Expression novo10	pValue wildtype vs novo10	qValue wildtype vs novo10
	4682866	4681886		-	-	SCO4266	oxidoreductase	4	2	0	1	9620	4287	1802	2660	1	4	10	2	12305	4196	2	8	0,36363383	1

	4684078	4682918		-	-	SCO4267	hypothetical protein	0	1	4	0	0	2485	8507	1628	1	2	1	2	1897	4380	0	2	0,453659665	1

4684159	4684159	4684947	4684947	+	-	SCO4268	hypothetical protein	6	7	10	8	13289	11624	22996	16773	7	20	25	3	30871	4854	8	22	0,897720491	1

4685459	4685459	4684959	4684959	-	-	SCO4269	hypothetical protein	6	9	9	5	13280	14793	19966	10828	11	29	6	8	8467	12896	6	21	0,245928167	1

	4686242	4685643		-	-	SCO4270	transcriptional regulator	7	5	8	6	14959	8808	17500	12680	8	22	11	7	14629	11566	7	21	0,6903923	1

	4686358	4687494		+	-	SCO4271	NADP-dependent alcohol dehydrogenase	4	4	2	2	8173	6700	5090	5274	2	5	4	2	6100	3959	1	4	0,328018407	1

	4687504	4688475		+	-	SCO4272	mutT-like protein	5	4	11	7	10484	6894	24254	14522	5	14	9	9	11229	15067	4	13	0,628298828	1

4689921	4689921	4688500	4688500	-	-	SCO4273	metallopeptidase	26	26	42	31	51655	42852	90125	64312	16	43	71	45	88300	70965	18	56	0,984253176	1

	4690572	4690003		-	-	SCO4274	hypothetical protein	1	0	0	0	2601	0	0	130	0	1	1	0	2379	672	0	2	0,633625635	1

	4690823	4692109		+	-	SCO4275	histidine autokinase	5	10	4	8	10348	16651	9151	17164	4	10	10	9	12713	14532	3	10	0,776592032	1

	4692106	4692777		+	-	SCO4276	response regulatory protein	1	3	1	0	3116	5309	2367	0	1	4	1	4	1767	6864	2	6	0,333254426	1

4693502	4693458	4692883	4692862	-	-	SCO4277	tellurium resistance protein	1213	1402	799	1034	2367828	2278207	1693503	2087961	1443	3657	1625	1423	1999684	2231427	1222	3672	0,225599973	1

4693616	4693616	4694053	4694053	+	-	SCO4278	peptidyl-tRNA hydrolase domain-containing protein	6	7	10	9	13066	12895	21234	19955	14	38	43	21	53961	32925	34	99	0,0104008	0,295086579

	4694541	4694071		-	-	SCO4279	acetyltransferase	8	8	15	2	15687	13723	33663	5842	14	36	9	10	11631	16000	9	29	0,366604193	1

4695200	4695200	4694592	4694592	-	-	SCO4280	reductase	19	23	20	25	38821	38589	43171	51707	27	70	43	30	53337	47641	27	82	0,955624599	1

4695468	4695536	4697197	4697205	+	-	SCO4281	hypothetical protein	89	106	75	85	173847	173469	160364	171997	40	102	176	139	217243	218255	43	131	0,950150357	1

4697285	4697318	4698292	4698431	+	-	SCO4282	dimeric protein	90	105	85	124	175973	171088	180726	250767	78	199	181	141	222849	221450	76	227	0,580175909	1

4699323	4699275	4698343	4698343	-	-	SCO4283	sugar kinase	33	29	40	59	65556	47437	85589	119527	32	85	84	48	103485	75307	32	95	0,694056002	1

	4700543	4699398		-	-	SCO4284	N-acetylglucosamine-6-phosphate deacetylase	6	14	16	22	12571	22902	34227	44869	9	24	40	17	49239	28086	11	33	0,692088856	1

	4701523	4700543		-	-	SCO4285	sugar kinase	5	5	9	8	10620	9645	19619	16736	5	14	14	15	17626	23553	6	20	0,557193987	1

4701652	4701671	4702936	4702936	+	-	SCO4286	solute-binding protein	202	244	217	198	394553	397546	459938	400493	127	326	314	242	386334	379275	101	302	0,057253155	0,670222824

4702937	4702952	4703206	4703222	+	-	SCO4287	hypothetical protein	18	30	27	31	36666	49642	57918	62982	79	203	50	38	62478	61012	81	242	0,967201947	1

4703578	4703578	4704450		+	-	SCO4288	phosphatase	20	15	17	15	39073	25138	36347	30905	14	37	24	17	30698	28178	11	33	0,425106471	1

4704585	4704590	4705072	4705261	+	-	SCO4289	hypothetical protein	111	93	43	86	218114	152602	92680	173839	129	329	170	103	209245	162732	130	385	0,707953094	1

4706467	4706467	4705079	4705055	-	-	SCO4290	trehalose-phosphate synthase	64	94	53	58	125123	153253	113895	117489	36	91	127	110	157249	173274	39	118	0,99726679	1

	4706614	4707315		+	-	SCO4291	hypothetical protein	0	1	1	1	0	1657	3139	2614	1	2	5	2	6149	3661	2	6	0,098778669	1

4708313	4708283	4707339	4707339	-	-	SCO4292	glucosyl-3-phosphoglycerate synthase	29	33	32	35	57460	54018	69109	72034	26	66	79	40	97873	63496	29	85	0,987914279	1

4708383	4708607	4709893		+	-	SCO4293	threonine synthase	32	45	33	30	64090	73952	71585	60954	20	52	90	42	111464	66049	23	68	0,886892057	1

	4709890	4710165	4710184	+	-	SCO4294	hypothetical protein	21	20	25	20	41578	33762	53392	42292	60	154	42	26	51804	42015	57	169	0,801049951	1

4710494	4710584	4710787	4710812	+	-	SCO4295	cold shock protein	58	64	53	49	114590	104963	112548	98967	206	528	89	67	109765	105473	176	527	0,380012624	1

4710973	4711115	4712740	4712845	+	groEL	SCO4296	chaperonin GroEL	25878	31553	20827	25246	50495437	51273308	44141675	50966769	11922	30270	44754	42042	55043695	65887569	12329	37186	0,034328396	0,544654993

4712978	4712991	4714121	4714154	+	-	SCO4297	oxidoreductase	36	37	58	42	71255	60695	123254	86175	29	75	121	82	149592	128973	41	123	0,319577317	1

4714155	4714155	4715696		+	-	SCO4298	carboxylesterase	82	56	40	47	161246	92237	86560	96008	27	70	80	76	98986	120174	23	71	0,390924063	1

	4715693	4716040	4716046	+	-	SCO4299	hypothetical protein	16	21	10	11	31627	35113	22680	23695	32	81	21	12	26260	19555	22	65	0,305849786	1

	4716272	4716003		-	-	SCO4300	hypothetical protein	9	5	4	4	19386	8744	9834	9461	16	43	7	2	9579	3172	8	23	0,058051528	0,675696629

	4717095	4716256		-	-	SCO4301	DNA-binding protein	0	3	0	2	766	5293	1653	5665	1	3	2	1	2904	2927	1	3	0,403749615	1

	4717214	4717603		+	-	SCO4302	hypothetical protein	0	4	0	0	0	6974	1653	911	2	6	1	0	2416	0	1	3	0,253059807	1

4718222	4718222	4717614	4717614	-	-	SCO4303	transcriptional regulator	30	38	39	33	58712	62971	82806	66759	43	111	40	36	50284	57029	29	88	0,125618193	0,906736977

	4718317	4719066		+	-	SCO4304	oxidoreductase	1	4	2	2	2426	7923	6001	5665	2	7	4	2	5747	4456	2	6	0,539975319	1

	4719673	4719080		-	-	SCO4305	hypothetical protein	10	16	16	13	19629	26651	34138	26514	17	45	20	9	25667	14264	11	33	0,208612561	1

	4720244	4719675	4719675	-	-	SCO4306	hypothetical protein	12	9	5	13	24735	15099	11439	27100	13	34	9	9	11205	14173	7	22	0,137356249	0,93712449

	4721247	4720312		-	murQ	SCO4307	N-acetylmuramic acid-6-phosphate etherase	8	11	6	10	15920	18566	12795	20262	7	18	15	9	18770	14295	5	17	0,664754978	1

	4722308	4721346		-	-	SCO4308	transcriptional regulator	5	7	6	10	11542	12484	14479	20290	5	15	9	4	11260	6926	3	9	0,102566982	1

4722391	4722391	4722771	4722781	+	-	SCO4309	hypothetical protein	7	10	10	13	14144	17375	21352	27388	20	52	22	11	28077	18469	20	61	0,987456507	1

4722782	4722782	4723078		+	-	SCO4310	hypothetical protein	1	2	5	4	2252	4617	11468	8168	8	22	3	3	4313	4800	5	15	0,198957328	1

4724157	4724157	4723060	4723060	-	-	SCO4311	hypothetical protein	22	16	19	11	43937	27423	41210	23109	11	30	44	19	54721	30249	13	38	0,868898518	1

	4724956	4724168		-	-	SCO4312	hypothetical protein	5	6	12	6	11348	11053	26007	12401	7	19	12	7	14857	12132	5	17	0,530690375	1

4724935	4724955	4725605	4725605	+	-	SCO4313	regulatory protein	30	20	19	25	59576	32909	41487	50795	27	70	33	20	41359	32902	19	57	0,242393365	1

4725616	4725616	4726299	4726299	+	-	SCO4314	hypothetical protein	28	26	19	24	56363	42426	42161	49362	27	69	34	36	42781	57235	24	73	0,68280262	1

4726381	4726384	4727073	4727223	+	-	SCO4315	homeostasis protein	29	52	29	44	58489	85085	61830	89040	42	106	45	45	55432	71928	30	92	0,20900658	1

4729369	4729279	4727234	4727221	-	-	SCO4316	ATP/GTP binding protein	8	15	17	5	16697	25701	36723	11415	4	11	120	55	147849	87539	19	57	7,45E-13	3,04E-10

4729548	4729548	4729769	4729837	+	-	SCO4317	hypothetical protein	6	9	10	8	13406	15742	23095	16736	30	77	37	13	46650	20778	52	151	0,128788107	0,915863899

	4731672	4731490		-	-	SCO4319	hypothetical protein	0	0	0	0	0	0	930	0	0	1	0	1	0	2797	2	7	0,0032784	1

	4731893	4731774		-	-	SCO4320	hypothetical protein	0	1	0	0	0	2895	1188	1116	4	10	0	1	599	3042	4	15	0,569711414	1

4734673	4734673	4732070	4732070	-	-	SCO4321	hypothetical protein	29	35	49	41	57868	58072	103862	82919	11	29	80	62	99128	98249	12	37	0,874675371	1

4734723	4734723	4735823	4735823	+	-	SCO4322	hypothetical protein	25	42	44	30	50587	69061	94731	61252	24	62	39	38	48250	60752	16	49	0,124884046	0,905800346

4736376	4736376	4737038	4737051	+	-	SCO4323	hydrolase	29	47	28	33	56877	76445	59740	66722	38	97	40	20	49814	32497	21	62	0,025596359	0,480428676

4737265	4737265	4736987	4736903	-	-	SCO4324	hypothetical protein	51	41	33	49	100242	67420	70674	99916	118	303	55	35	68145	56119	75	222	0,06012665	0,684278592

4737363	4737441	4737824	4737834	+	-	SCO4325	cold shock protein B	27	27	37	31	52723	45483	79895	64350	61	157	43	24	53028	38498	40	119	0,103026	0,833545684

	4738692	4737844	4737821	-	-	SCO4326	hypothetical protein	84	105	75	93	164226	171032	160928	188919	79	201	126	113	156013	177218	65	196	0,30125553	1

4739383	4739311	4738682		-	-	SCO4327	hypothetical protein	41	25	26	36	80827	42136	57145	73811	39	100	54	36	67101	57916	33	99	0,433157764	1

4739898	4739869	4739405	4739386	-	-	SCO4328	lipoprotein	339	361	270	287	662799	586960	573467	580863	506	1292	380	270	468275	423155	322	958	0,002685691	0,122972783

4741364	4741364	4739973	4739973	-	-	SCO4329	hypothetical protein	27	21	23	28	53441	34325	50212	57633	13	35	48	46	59289	73266	15	47	0,694529308	1

4741697	4741698	4742624	4742776	+	-	SCO4330	hypothetical protein	38	65	87	66	75643	107014	185461	134477	52	135	133	65	164660	103233	49	144	0,516941038	1

4742777	4742777	4745905	4745906	+	-	SCO4331	hypothetical protein	76	117	98	110	148665	190266	207962	222122	24	61	169	133	208201	208600	22	66	0,480928064	1

	4748436	4746028		-	-	SCO4332	integral membrane ATPase	39	34	38	38	78040	55385	82460	76788	11	30	73	51	89783	81232	11	35	0,783262214	1

4748796	4748796	4748536	4748499	-	-	SCO4333	hypothetical protein	32	32	38	33	63013	53543	81380	67401	98	254	60	57	73850	90084	104	314	0,924313131	1

4749000	4749000	4750457	4750545	+	-	SCO4334	hypothetical protein	30	38	61	43	58635	62802	130365	86882	22	58	41	38	51199	60102	12	38	0,02224969	0,4475332

	4750677	4750489		-	-	SCO4335	hypothetical protein	0	0	0	0	0	0	1030	948	0	2	0	0	173	603	0	2	0,490193171	1

4750828	4750828	4751265	4751265	+	-	SCO4336	marR-family protein	36	48	62	49	70983	78835	133267	99078	84	218	186	104	229048	163710	152	448	0,063657991	0,695313226

4751266	4751293	4752672	4752687	+	-	SCO4337	integral membrane efflux protein	28	30	22	31	55713	48861	47954	63633	15	39	132	52	163473	81492	30	88	0,016152829	0,379511889

	4752722	4753294	4753294	+	-	SCO4338	hypothetical protein	4	0	1	2	8455	1616	3169	5163	3	8	21	5	26304	8325	10	30	0,001858486	0,092595651

	4754290	4753436		-	-	SCO4339	reductase	0	1	0	0	1417	1801	0	1488	0	1	1	0	1514	1116	0	1	0,449970006	1

4754354	4754366	4756015	4756028	+	-	SCO4340	integrase	21	25	21	18	42306	41308	46469	36989	9	25	83	50	103065	78449	18	55	0,02908654	0,501405314

	4756150	4756464		+	-	SCO4341	hypothetical protein	0	1	1	2	1155	1890	3020	4716	3	8	6	1	7818	2966	5	17	0,189131105	1

	4756861	4757403		+	-	SCO4342	hypothetical protein	2	5	4	0	5038	8446	9527	353	4	10	5	2	7286	4693	3	11	0,731916139	1

	4757633	4757436		-	-	SCO4343	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	61	298	0	0	1	1

	4758560	4757715		-	-	SCO4344	transposase	1	3	1	3	3795	5196	3694	6084	2	5	6	1	8238	2469	2	6	0,889499293	1

	4759042	4759623		+	-	SCO4345	hypothetical protein	4	5	2	6	9212	9130	4308	12289	5	15	4	0	5364	382	1	4	0,011297644	1

4761019	4761000	4759891	4759811	-	-	SCO4346	hypothetical protein	72	90	39	56	142063	147389	82757	113508	43	109	92	67	113856	106314	33	99	0,212559801	1

	4761673	4761245		-	-	SCO4347	hypothetical protein	1	0	0	0	2426	72	0	1088	0	2	0	2	1075	3730	1	5	0,368267016	1

	4763841	4761670		-	-	SCO4348	hypothetical protein	1	4	2	0	3378	7561	5882	1255	0	2	12	5	15302	7950	1	5	0,056093387	1

	4765553	4763838		-	-	SCO4349	hypothetical protein	0	3	0	0	1417	5446	2040	0	0	1	4	4	5364	7514	1	3	0,050284118	1

	4766905	4765553		-	-	SCO4350	integrase	1	3	0	2	2397	4890	1138	5284	1	2	8	3	10673	4823	1	5	0,153367243	1

	4767115	4767627		+	-	SCO4351	DNA invertase	0	0	0	0	0	0	1168	0	0	0	0	2	828	3317	1	4	4,84E-04	1

4767684	4767684	4768676	4768686	+	-	SCO4352	oxidoreductase	213	259	161	188	417318	421977	343191	380612	155	393	295	332	363423	521825	146	445	0,2322602	1

	4768972	4768814		-	-	SCO4353	hypothetical protein	2	4	4	5	5814	6797	9072	11117	20	51	7	2	8850	3875	13	40	0,29974144	1

4769703	4769703	4769020	4768973	-	-	SCO4354	hypothetical protein	65	89	59	72	127735	144855	126889	147036	78	199	71	85	87645	134064	53	162	0,090992748	0,798821597

	4769704	4770477		+	-	SCO4355	nucleotidyltransferase	0	1	4	2	1436	2244	9903	5684	2	6	6	4	7972	7392	3	9	0,540697714	1

	4771139	4770450		-	-	SCO4356	hypothetical protein	3	2	2	1	6630	3869	5744	3935	2	7	2	3	2898	5488	1	6	0,315952156	1

4771195	4771195	4772241	4772262	+	-	SCO4357	hypothetical protein	24	40	52	54	48150	65803	110983	109628	31	79	61	48	76013	76431	24	72	0,234479041	1

4773021	4773021	4772215	4772215	-	-	SCO4358	TetR family transcriptional regulator	53	65	37	52	104931	106065	78845	106902	48	122	97	67	120512	105259	47	139	0,704775251	1

	4773118	4774128		+	-	SCO4359	ABC transporter ATP-binding protein	7	2	5	4	15260	3724	10636	10028	3	9	20	15	25766	23537	8	24	0,038825781	0,580387288

	4774125	4774967		+	-	SCO4360	ABC transporter	7	3	2	0	14522	6186	6061	0	3	7	7	19	9233	31182	7	23	0,009111858	0,270738154

	4775082	4775639		+	-	SCO4361	hypothetical protein	3	2	3	0	6057	3748	7051	1990	3	8	9	2	12002	3554	4	13	0,490751975	1

	4775642	4776853		+	-	SCO4362	two component system sensor kinase	4	8	4	4	9707	14560	10022	9107	3	8	18	8	22274	12674	4	14	0,453705198	1

	4776850	4777530	4777530	+	-	SCO4363	two component system response regulator	7	19	8	8	15464	32354	16985	16336	12	29	9	7	11446	12032	5	17	0,069565547	0,712011815

4777590	4777590	4777967	4778002	+	-	SCO4364	hypothetical protein	9	12	13	18	19114	20296	27879	38329	27	69	18	15	22917	23935	20	61	0,450965598	1

4778003	4778003	4778245	4778245	+	-	SCO4365	hypothetical protein	0	4	4	3	0	7022	8596	8047	9	24	4	6	5074	10809	10	32	0,801617023	1

4779333	4779320	4778229	4778211	-	-	SCO4366	phosphoserine aminotransferase	184	225	113	158	360052	367090	240447	320178	116	294	192	141	237200	221550	70	210	0,013047425	0,334202234

	4779458	4782313		+	-	SCO4367	oxidoreductase	30	38	24	31	59955	61813	51946	64582	8	20	46	35	56915	55829	6	19	0,378009269	1

	4783492	4782332		-	-	SCO4368	lipase	1	0	0	0	1990	0	0	0	0	0	0	1	438	1643	0	0	0,629309694	1

4783583	4783583	4785205	4785349	+	-	SCO4369	hypothetical protein	41	53	54	59	80205	86179	115360	119936	24	61	91	70	112138	111260	23	68	0,641372029	1

4785419	4785438	4786457	4786457	+	-	SCO4370	transposase	13	22	14	13	27201	36328	30533	27332	11	29	46	28	57428	45325	17	50	0,278230069	1

4786553	4786553	4787116	4787116	+	-	SCO4371	hypothetical protein	15	11	6	14	30793	18751	14241	28700	16	40	19	23	24054	36266	17	53	0,768681011	1

	4787774	4787160		-	-	SCO4372	hypothetical protein	3	1	2	1	6805	3233	6120	3516	3	7	4	1	5883	2851	2	7	0,401662921	1

4788393	4788393	4787839	4787839	-	-	SCO4373	mut-like protein	6	9	9	9	11746	15131	21016	19871	11	30	8	9	10061	14853	7	22	0,267478394	1

4788524	4788577	4789464	4789464	+	-	SCO4374	hypothetical protein	19	22	35	32	38656	35918	75953	64917	23	60	97	45	120142	72066	37	108	0,173948346	1

4789565	4789565	4790059		+	-	SCO4375	MarR family regulatory protein	0	1	6	2	0	1721	12726	4623	3	9	16	2	20067	3952	8	24	0,060043336	0,684278592

	4790056	4790565		+	-	SCO4376	hypothetical protein	0	3	5	4	941	4923	12350	9870	5	13	8	4	10995	7422	6	18	0,836187833	1

4790660	4790669	4792411	4792411	+	-	SCO4377	serine-threonine protein kinase	91	96	80	90	178351	156399	170228	181905	38	98	146	92	180179	144576	31	93	0,258052642	1

	4792544	4793374		+	-	SCO4378	hypothetical protein	0	0	1	2	0	0	3496	4307	0	2	2	1	3244	2767	1	3	0,701186481	1

	4793371	4795047		+	-	SCO4379	hypothetical protein	1	2	0	1	3368	4512	1624	3070	0	1	2	0	3059	0	0	0	0,188884927	1

	4795085	4796683		+	-	SCO4380	acetyl/propionyl CoA carboxylase subunit beta	0	0	1	0	0	1399	2396	1069	0	0	2	2	2682	3371	0	1	0,196939856	1

	4796697	4798541		+	-	SCO4381	acetyl/propionyl CoA carboxylase subunit alpha	0	0	2	3	737	957	5684	6856	0	1	7	1	9029	1590	1	2	0,62173945	1

	4798612	4799760		+	-	SCO4382	acyl CoA dehydrogenase	0	0	0	1	0	0	0	2586	0	0	0	2	210	3294	0	1	0,673249221	1

	4799896	4801464		+	-	SCO4383	4-coumarate:CoA ligase	1	0	1	1	2048	0	2367	2632	0	1	0	1	778	2927	0	1	0,462563007	1

	4801461	4802204		+	-	SCO4384	enoyl-CoA hydratase	3	0	3	2	6387	796	6784	4958	2	6	8	4	10686	6864	4	11	0,328945993	1

	4802213	4802821	4802821	+	-	SCO4385	TetR family transcriptional regulator	7	6	13	5	15503	10795	28067	10633	10	26	15	7	18992	12499	8	25	0,651520837	1

	4802849	4803460		+	-	SCO4386	hypothetical protein	1	4	4	0	3805	7738	9151	493	3	8	2	2	2688	4281	1	5	0,215387552	1

4804183	4804183	4803479	4803316	-	-	SCO4387	pyridoxamine oxidase	44	46	59	47	86117	76285	125116	95934	52	135	80	56	99375	88089	44	132	0,355369985	1

	4804464	4805564		+	-	SCO4388	citrate synthase 2	14	22	13	15	27919	37141	28543	30635	11	28	23	20	28454	31717	9	27	0,568246649	1

4805897	4805897	4806772	4806777	+	-	SCO4389	acetyltransferase	23	18	18	18	45354	30512	39982	36477	16	43	31	30	38850	47144	16	49	0,876028078	1

	4806938	4808341		+	-	SCO4390	hypothetical protein	20	25	21	17	39996	41541	45696	34552	11	28	36	18	44789	28522	8	26	0,432566194	1

	4808785	4808387	4808387	-	-	SCO4391	hypothetical protein	4	11	4	9	9591	18550	9250	20169	14	36	11	9	14332	15205	12	37	0,773866381	1

	4808960	4809685		+	-	SCO4392	esterase	4	7	2	1	8970	12235	4813	2223	3	9	13	7	16847	11023	6	19	0,197029527	1

	4810613	4809858		-	-	SCO4393	hypothetical protein	1	4	3	1	2193	6700	6794	2446	2	5	6	9	8436	14448	4	15	0,063271479	1

4810792	4810836	4811528	4811571	+	-	SCO4394	iron repressor	184	227	185	209	359130	369342	392700	422895	218	557	302	218	372385	341946	173	515	0,069474344	0,712011815

4811799	4811888	4812946	4812946	+	-	SCO4395	hydrolase	26	26	19	15	52014	43584	42279	30756	15	39	41	31	51168	50003	16	47	0,989312601	1

	4814606	4812954	4812930	-	-	SCO4396	integral membrane transport protein	66	60	44	45	129909	98938	93324	92836	24	62	95	62	117873	98555	22	65	0,478626026	1

4815394	4815394	4814603		-	-	SCO4397	ABC transporter ATP-binding protein	122	135	108	98	238054	219829	230573	199181	109	280	196	145	241810	227620	99	296	0,3713397	1

	4816163	4815510		-	-	SCO4398	hypothetical protein	0	0	0	0	427	0	0	1674	0	0	0	0	815	925	0	1	0,600925286	1

	4816468	4817853		+	-	SCO4399	hypothetical protein	19	10	5	11	37180	17665	11250	23323	6	16	20	7	24604	12323	4	13	0,355373257	1

4818066	4818113	4819708	4819815	+	-	SCO4400	hypothetical protein	49	38	52	45	95689	62810	111240	91366	21	56	77	41	94882	64307	17	49	0,181215545	1

	4821083	4819767		-	-	SCO4401	lipoprotein	1	1	6	1	3019	2895	13221	3367	1	4	9	4	12224	6467	2	7	0,451125211	1

4821200	4821200	4821700	4821739	+	-	SCO4402	hypothetical protein	46	52	86	72	91525	85447	182915	145436	97	252	97	55	120432	87523	70	207	0,10442323	0,836551854

4821748	4821748	4822641	4822692	+	purU	SCO4403	formyltetrahydrofolate deformylase	59	86	70	83	115930	140978	149608	169383	63	161	100	59	124116	93792	41	121	0,048634719	0,629677767

	4823471	4822683		-	-	SCO4404	ABC transporter	1	0	0	0	2417	0	0	0	0	0	1	1	1359	2224	0	2	0,545279954	1

	4824442	4823468		-	-	SCO4405	ABC transporter ATP-binding protein	0	1	0	0	87	1785	0	0	0	0	2	0	2707	1559	0	2	0,036642991	1

	4825120	4824455		-	-	SCO4406	hypothetical protein	0	0	0	2	0	0	0	5284	0	1	1	1	1650	1597	0	2	0,442628173	1

	4825352	4826125		+	-	SCO4407	hypothetical protein	5	7	5	7	10270	12758	10874	15461	6	15	17	8	21650	12659	7	22	0,680218496	1

	4827368	4826082	4825967	-	-	SCO4408	hypothetical protein	30	38	21	36	59897	63044	46390	74630	18	47	90	60	111637	94511	27	80	0,276165942	1

4827994	4827958	4827365		-	-	SCO4409	RNA polymerase sigma factor	58	82	53	43	114629	133376	114222	87431	74	189	125	91	154653	143719	84	251	0,910532039	1

4828253	4828287	4828667	4828667	+	-	SCO4410	anti anti sigma factor	9	9	19	20	17629	15026	40447	42124	29	75	22	12	27187	19050	20	60	0,291987258	1

	4828773	4829285	4829285	+	-	SCO4411	calcium binding protein	24	21	9	11	47034	34751	19887	23397	24	60	23	12	29449	19119	16	47	0,245865114	1

4829847	4829856	4830347	4830347	+	-	SCO4412	regulatory protein	12	13	32	31	23502	22371	68961	63280	34	90	67	37	83491	58711	49	144	0,342695103	1

	4831684	4830650		-	-	SCO4413	AraC family transcription regulator	10	17	9	9	19755	29128	21144	18364	8	21	24	12	30457	19027	8	23	0,930886511	1

	4831769	4833094		+	-	SCO4414	integral membrane transport protein	1	1	0	0	2553	2011	0	0	0	0	2	3	3516	5152	1	3	0,033261884	1

4833116	4833116	4833988	4834169	+	-	SCO4415	hypothetical protein	27	28	17	22	53179	46963	38011	45781	20	52	35	37	43961	58160	19	58	0,820765668	1
